"","parameter","fraction","units","class","class_type","trout_class","spatial_extent","sampling_period","sampling_period_units","type","use","water_type","standard_type","narrative","wqs_threshold","wqs_threshold_formula","wqs_threshold_x_column","wqs_threshold_y_column","statistic","min_n","block","direction","threshold","threshold_units","summarize_rows","summarize_rows_operator","wqs_75p_threshold_formula","wqs_75p_threshold"
"2430","ph","total","ph_units","aa-special","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single",">=",6.5,"ph_units",TRUE,"&",NA,7.2
"2431","ph","total","ph_units","aa-special(t)","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single",">=",6.5,"ph_units",TRUE,"&",NA,7.2
"2432","ph","total","ph_units","aa-special(ts)","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single",">=",6.5,"ph_units",TRUE,"&",NA,7.2
"2433","ph","total","ph_units","a","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2434","ph","total","ph_units","a(t)","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2435","ph","total","ph_units","a(ts)","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2436","ph","total","ph_units","a","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2437","ph","total","ph_units","a(t)","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2438","ph","total","ph_units","a(ts)","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2439","ph","total","ph_units","a-special","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2440","ph","total","ph_units","a-special(t)","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2441","ph","total","ph_units","a-special(ts)","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2442","ph","total","ph_units","a-special","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2443","ph","total","ph_units","a-special(t)","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2444","ph","total","ph_units","a-special(ts)","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2445","ph","total","ph_units","aa","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2446","ph","total","ph_units","aa(t)","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2447","ph","total","ph_units","aa(ts)","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2448","ph","total","ph_units","aa","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2449","ph","total","ph_units","aa(t)","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2450","ph","total","ph_units","aa(ts)","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2451","ph","total","ph_units","aa-special","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2452","ph","total","ph_units","aa-special(t)","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2453","ph","total","ph_units","aa-special(ts)","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2454","ph","total","ph_units","aa-special","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2455","ph","total","ph_units","aa-special(t)","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2456","ph","total","ph_units","aa-special(ts)","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","flow","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,8
"2457","ph","total","ph_units","a","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2458","ph","total","ph_units","a(t)","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2459","ph","total","ph_units","a(ts)","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2460","ph","total","ph_units","a","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2461","ph","total","ph_units","a(t)","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2462","ph","total","ph_units","a(ts)","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2463","ph","total","ph_units","a-special","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2464","ph","total","ph_units","a-special(t)","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2465","ph","total","ph_units","a-special(ts)","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2466","ph","total","ph_units","a-special","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2467","ph","total","ph_units","a-special(t)","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2468","ph","total","ph_units","a-special(ts)","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2469","ph","total","ph_units","aa","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2470","ph","total","ph_units","aa(t)","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2471","ph","total","ph_units","aa(ts)","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2472","ph","total","ph_units","aa","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2473","ph","total","ph_units","aa(t)","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2474","ph","total","ph_units","aa(ts)","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2475","ph","total","ph_units","aa-special","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2476","ph","total","ph_units","aa-special(t)","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2477","ph","total","ph_units","aa-special(ts)","fresh","all","nys","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2478","ph","total","ph_units","aa-special","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2479","ph","total","ph_units","aa-special(t)","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2480","ph","total","ph_units","aa-special(ts)","fresh","all","great_lakes","january-december","months","none","fishing; secondary contact recreation; primary contact recreation; source of water supply","pond","water_quality_standard","Shall not be less than 6.5 nor more than 8.5.","none",NA,"none","none","none",1,"single","<=",8.5,"ph_units",TRUE,"&",NA,7.9
"2481","ph","total","ph_units","d","fresh","none","nys","january-december","months","none","fishing","flow","water_quality_standard","Shall not be less than 6.0 nor more than 9.5.","none",NA,"none","none","none",1,"single",">=",6,"ph_units",TRUE,"&",NA,NA
"2482","ph","total","ph_units","d","fresh","none","great_lakes","january-december","months","none","fishing","flow","water_quality_standard","Shall not be less than 6.0 nor more than 9.5.","none",NA,"none","none","none",1,"single",">=",6,"ph_units",TRUE,"&",NA,NA
"2483","ph","total","ph_units","d","fresh","none","nys","january-december","months","none","fishing","pond","water_quality_standard","Shall not be less than 6.0 nor more than 9.5.","none",NA,"none","none","none",1,"single",">=",6,"ph_units",TRUE,"&",NA,NA
"2484","ph","total","ph_units","d","fresh","none","great_lakes","january-december","months","none","fishing","pond","water_quality_standard","Shall not be less than 6.0 nor more than 9.5.","none",NA,"none","none","none",1,"single",">=",6,"ph_units",TRUE,"&",NA,NA
"2485","ph","total","ph_units","d","fresh","none","nys","january-december","months","none","fishing","flow","water_quality_standard","Shall not be less than 6.0 nor more than 9.5.","none",NA,"none","none","none",1,"single","<=",9.5,"ph_units",TRUE,"&",NA,NA
"2486","ph","total","ph_units","d","fresh","none","great_lakes","january-december","months","none","fishing","flow","water_quality_standard","Shall not be less than 6.0 nor more than 9.5.","none",NA,"none","none","none",1,"single","<=",9.5,"ph_units",TRUE,"&",NA,NA
"2487","ph","total","ph_units","d","fresh","none","nys","january-december","months","none","fishing","pond","water_quality_standard","Shall not be less than 6.0 nor more than 9.5.","none",NA,"none","none","none",1,"single","<=",9.5,"ph_units",TRUE,"&",NA,NA
"2488","ph","total","ph_units","d","fresh","none","great_lakes","january-december","months","none","fishing","pond","water_quality_standard","Shall not be less than 6.0 nor more than 9.5.","none",NA,"none","none","none",1,"single","<=",9.5,"ph_units",TRUE,"&",NA,NA
"2489","phosphorus","total","ug/l","b","fresh","all","nys","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2490","phosphorus","total","ug/l","b(t)","fresh","all","nys","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2491","phosphorus","total","ug/l","b(ts)","fresh","all","nys","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2492","phosphorus","total","ug/l","b","fresh","all","great_lakes","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2493","phosphorus","total","ug/l","b(t)","fresh","all","great_lakes","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2494","phosphorus","total","ug/l","b(ts)","fresh","all","great_lakes","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2495","phosphorus","total","ug/l","a","fresh","all","nys","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2496","phosphorus","total","ug/l","a(t)","fresh","all","nys","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2497","phosphorus","total","ug/l","a(ts)","fresh","all","nys","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2498","phosphorus","total","ug/l","a","fresh","all","great_lakes","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2499","phosphorus","total","ug/l","a(t)","fresh","all","great_lakes","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2500","phosphorus","total","ug/l","a(ts)","fresh","all","great_lakes","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2501","phosphorus","total","ug/l","a-special","fresh","all","nys","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2502","phosphorus","total","ug/l","a-special(t)","fresh","all","nys","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2503","phosphorus","total","ug/l","a-special(ts)","fresh","all","nys","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2504","phosphorus","total","ug/l","a-special","fresh","all","great_lakes","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2505","phosphorus","total","ug/l","a-special(t)","fresh","all","great_lakes","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2506","phosphorus","total","ug/l","a-special(ts)","fresh","all","great_lakes","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2507","phosphorus","total","ug/l","aa","fresh","all","nys","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2508","phosphorus","total","ug/l","aa(t)","fresh","all","nys","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2509","phosphorus","total","ug/l","aa(ts)","fresh","all","nys","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2510","phosphorus","total","ug/l","aa","fresh","all","great_lakes","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2511","phosphorus","total","ug/l","aa(t)","fresh","all","great_lakes","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2512","phosphorus","total","ug/l","aa(ts)","fresh","all","great_lakes","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2513","phosphorus","total","ug/l","aa-special","fresh","all","nys","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2514","phosphorus","total","ug/l","aa-special(t)","fresh","all","nys","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2515","phosphorus","total","ug/l","aa-special(ts)","fresh","all","nys","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2516","phosphorus","total","ug/l","aa-special","fresh","all","great_lakes","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2517","phosphorus","total","ug/l","aa-special(t)","fresh","all","great_lakes","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2518","phosphorus","total","ug/l","aa-special(ts)","fresh","all","great_lakes","january-december","months","none","primary contact recreation; secondary contact recreation","pond","guidance_value","GV from TOGS 1.1.1 20 ug/L","none",NA,"none","none","none",1,"single","<=",20,"ug/l",FALSE,NA,NA,15.4
"2519","silver","total","ug/l","a","fresh","all","nys","january-december","months","health_water-supply","source of water supply","flow","water_quality_standard","50 ug/L","none",NA,"none","none","none",1,"single","<=",50,"ug/l",FALSE,NA,NA,NA
"2520","silver","total","ug/l","a(t)","fresh","all","nys","january-december","months","health_water-supply","source of water supply","flow","water_quality_standard","50 ug/L","none",NA,"none","none","none",1,"single","<=",50,"ug/l",FALSE,NA,NA,NA
"2521","silver","total","ug/l","a(ts)","fresh","all","nys","january-december","months","health_water-supply","source of water supply","flow","water_quality_standard","50 ug/L","none",NA,"none","none","none",1,"single","<=",50,"ug/l",FALSE,NA,NA,NA
"2522","silver","total","ug/l","a","fresh","all","great_lakes","january-december","months","health_water-supply","source of water supply","flow","water_quality_standard","50 ug/L","none",NA,"none","none","none",1,"single","<=",50,"ug/l",FALSE,NA,NA,NA
"2523","silver","total","ug/l","a(t)","fresh","all","great_lakes","january-december","months","health_water-supply","source of water supply","flow","water_quality_standard","50 ug/L","none",NA,"none","none","none",1,"single","<=",50,"ug/l",FALSE,NA,NA,NA
"2524","silver","total","ug/l","a(ts)","fresh","all","great_lakes","january-december","months","health_water-supply","source of water supply","flow","water_quality_standard","50 ug/L","none",NA,"none","none","none",1,"single","<=",50,"ug/l",FALSE,NA,NA,NA
"2525","silver","total","ug/l","a-special","fresh","all","nys","january-december","months","health_water-supply","source of water supply","flow","water_quality_standard","50 ug/L","none",NA,"none","none","none",1,"single","<=",50,"ug/l",FALSE,NA,NA,NA
"2526","silver","total","ug/l","a-special(t)","fresh","all","nys","january-december","months","health_water-supply","source of water supply","flow","water_quality_standard","50 ug/L","none",NA,"none","none","none",1,"single","<=",50,"ug/l",FALSE,NA,NA,NA
"2527","silver","total","ug/l","a-special(ts)","fresh","all","nys","january-december","months","health_water-supply","source of water supply","flow","water_quality_standard","50 ug/L","none",NA,"none","none","none",1,"single","<=",50,"ug/l",FALSE,NA,NA,NA
"2528","silver","total","ug/l","a-special","fresh","all","great_lakes","january-december","months","health_water-supply","source of water supply","flow","water_quality_standard","50 ug/L","none",NA,"none","none","none",1,"single","<=",50,"ug/l",FALSE,NA,NA,NA
"2529","silver","total","ug/l","a-special(t)","fresh","all","great_lakes","january-december","months","health_water-supply","source of water supply","flow","water_quality_standard","50 ug/L","none",NA,"none","none","none",1,"single","<=",50,"ug/l",FALSE,NA,NA,NA
"2530","silver","total","ug/l","a-special(ts)","fresh","all","great_lakes","january-december","months","health_water-supply","source of water supply","flow","water_quality_standard","50 ug/L","none",NA,"none","none","none",1,"single","<=",50,"ug/l",FALSE,NA,NA,NA
"2531","silver","total","ug/l","aa","fresh","all","nys","january-december","months","health_water-supply","source of water supply","flow","water_quality_standard","50 ug/L","none",NA,"none","none","none",1,"single","<=",50,"ug/l",FALSE,NA,NA,NA
"2532","silver","total","ug/l","aa(t)","fresh","all","nys","january-december","months","health_water-supply","source of water supply","flow","water_quality_standard","50 ug/L","none",NA,"none","none","none",1,"single","<=",50,"ug/l",FALSE,NA,NA,NA
"2533","silver","total","ug/l","aa(ts)","fresh","all","nys","january-december","months","health_water-supply","source of water supply","flow","water_quality_standard","50 ug/L","none",NA,"none","none","none",1,"single","<=",50,"ug/l",FALSE,NA,NA,NA
